Year,State,State ANSI,Ag District,Ag District Code,County,County ANSI,Value
2018,ILLINOIS,17,NORTHWEST,10,STEPHENSON,177,"82,000"
2018,ILLINOIS,17,CENTRAL,40,TAZEWELL,179,"130,000"
2018,ILLINOIS,17,EAST,50,VERMILION,183,"216,000"
2018,ILLINOIS,17,WEST,30,WARREN,187,"122,000"
2018,ILLINOIS,17,SOUTHWEST,80,WASHINGTON,189,"159,000"
2018,ILLINOIS,17,SOUTHEAST,90,WAYNE,191,"171,000"
2018,ILLINOIS,17,SOUTHEAST,90,WHITE,193,"133,000"
2018,ILLINOIS,17,NORTHWEST,10,WHITESIDE,195,"94,000"
2018,ILLINOIS,17,NORTHEAST,20,WILL,197,"109,000"
2018,ILLINOIS,17,SOUTHWEST,80,WILLIAMSON,199,"37,000"
2018,ILLINOIS,17,NORTHWEST,10,WINNEBAGO,201,"55,000"
2018,ILLINOIS,17,CENTRAL,40,WOODFORD,203,"120,000"
2018,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,"102,000"
2018,ILLINOIS,17,NORTHEAST,20,COOK,31,"8,000"
2018,ILLINOIS,17,NORTHEAST,20,DU PAGE,43,"8,000"
2018,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,"109,000"
2018,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,"75,000"
2018,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,"102,000"
2018,ILLINOIS,17,CENTRAL,40,MASON,125,"174,000"
2018,ILLINOIS,17,SOUTHEAST,90,MASSAC,127,"110,000"
2018,ILLINOIS,17,SOUTHEAST,90,POPE,151,"110,000"
2018,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,"75,000"
2018,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,"109,000"
2018,ILLINOIS,17,CENTRAL,40,STARK,175,"174,000"
2018,ILLINOIS,17,SOUTHWEST,80,UNION,181,"102,000"
2018,ILLINOIS,17,SOUTHEAST,90,WABASH,185,"110,000"
2018,INDIANA,18,NORTHEAST,30,ADAMS,1,"85,000"
2018,INDIANA,18,NORTHEAST,30,ALLEN,3,"106,500"
2018,INDIANA,18,CENTRAL,50,BARTHOLOMEW,5,"72,100"
2018,INDIANA,18,NORTHWEST,10,BENTON,7,"114,500"
2018,INDIANA,18,EAST CENTRAL,60,BLACKFORD,9,"47,200"
2018,INDIANA,18,CENTRAL,50,BOONE,11,"100,000"
2018,INDIANA,18,NORTH CENTRAL,20,CARROLL,15,"88,800"
2018,INDIANA,18,NORTH CENTRAL,20,CASS,17,"85,700"
2018,INDIANA,18,SOUTHEAST,90,CLARK,19,"33,900"
2018,INDIANA,18,WEST CENTRAL,40,CLAY,21,"70,000"
2018,INDIANA,18,CENTRAL,50,CLINTON,23,"111,500"
2018,INDIANA,18,SOUTH CENTRAL,80,CRAWFORD,25,"7,100"
2018,INDIANA,18,SOUTHWEST,70,DAVIESS,27,"63,600"
2018,INDIANA,18,SOUTHEAST,90,DEARBORN,29,"12,700"
2018,INDIANA,18,CENTRAL,50,DECATUR,31,"81,400"
2018,INDIANA,18,NORTHEAST,30,DE KALB,33,"76,200"
2018,INDIANA,18,EAST CENTRAL,60,DELAWARE,35,"92,600"
2018,INDIANA,18,SOUTHWEST,70,DUBOIS,37,"53,700"
2018,INDIANA,18,NORTH CENTRAL,20,ELKHART,39,"39,800"
2018,INDIANA,18,EAST CENTRAL,60,FAYETTE,41,"37,000"
2018,INDIANA,18,SOUTHEAST,90,FRANKLIN,47,"39,700"
2018,INDIANA,18,NORTH CENTRAL,20,FULTON,49,"68,700"
2018,INDIANA,18,SOUTHWEST,70,GIBSON,51,"98,000"
2018,INDIANA,18,CENTRAL,50,GRANT,53,"109,500"
2018,INDIANA,18,SOUTHWEST,70,GREENE,55,"53,100"
2018,INDIANA,18,CENTRAL,50,HAMILTON,57,"64,300"
2018,INDIANA,18,CENTRAL,50,HANCOCK,59,"77,000"
2018,INDIANA,18,SOUTH CENTRAL,80,HARRISON,61,"37,000"
2018,INDIANA,18,CENTRAL,50,HENDRICKS,63,"71,500"
2018,INDIANA,18,EAST CENTRAL,60,HENRY,65,"92,400"
2018,INDIANA,18,CENTRAL,50,HOWARD,67,"69,800"
2018,INDIANA,18,NORTHEAST,30,HUNTINGTON,69,"99,500"
2018,INDIANA,18,SOUTH CENTRAL,80,JACKSON,71,"76,400"
2018,INDIANA,18,NORTHWEST,10,JASPER,73,"100,500"
2018,INDIANA,18,EAST CENTRAL,60,JAY,75,"100,000"
2018,INDIANA,18,SOUTHEAST,90,JEFFERSON,77,"49,300"
2018,INDIANA,18,SOUTHEAST,90,JENNINGS,79,"60,700"
2018,INDIANA,18,SOUTHWEST,70,KNOX,83,"120,000"
2018,INDIANA,18,NORTH CENTRAL,20,KOSCIUSKO,85,"88,200"
2018,INDIANA,18,NORTHEAST,30,LAGRANGE,87,"36,000"
2018,INDIANA,18,NORTHWEST,10,LAKE,89,"50,600"
2018,INDIANA,18,NORTHWEST,10,LA PORTE,91,"87,800"
2018,INDIANA,18,SOUTH CENTRAL,80,LAWRENCE,93,"28,200"
2018,INDIANA,18,CENTRAL,50,MADISON,95,"103,500"
2018,INDIANA,18,NORTH CENTRAL,20,MARSHALL,99,"69,100"
2018,INDIANA,18,NORTH CENTRAL,20,MIAMI,103,"90,100"
2018,INDIANA,18,SOUTH CENTRAL,80,MONROE,105,"7,900"
2018,INDIANA,18,WEST CENTRAL,40,MONTGOMERY,107,"117,000"
2018,INDIANA,18,CENTRAL,50,MORGAN,109,"46,100"
2018,INDIANA,18,NORTHWEST,10,NEWTON,111,"79,300"
2018,INDIANA,18,NORTHEAST,30,NOBLE,113,"63,500"
2018,INDIANA,18,SOUTHEAST,90,OHIO,115,"3,900"
2018,INDIANA,18,SOUTH CENTRAL,80,ORANGE,117,"22,600"
2018,INDIANA,18,WEST CENTRAL,40,PARKE,121,"67,900"
2018,INDIANA,18,SOUTH CENTRAL,80,PERRY,123,"16,000"
2018,INDIANA,18,NORTHWEST,10,PORTER,127,"56,100"
2018,INDIANA,18,SOUTHWEST,70,POSEY,129,"87,100"
2018,INDIANA,18,NORTHWEST,10,PULASKI,131,"80,700"
2018,INDIANA,18,WEST CENTRAL,40,PUTNAM,133,"73,000"
2018,INDIANA,18,EAST CENTRAL,60,RANDOLPH,135,"117,000"
2018,INDIANA,18,SOUTHEAST,90,RIPLEY,137,"67,000"
2018,INDIANA,18,CENTRAL,50,RUSH,139,"106,000"
2018,INDIANA,18,NORTH CENTRAL,20,ST. JOSEPH,141,"51,500"
2018,INDIANA,18,SOUTHEAST,90,SCOTT,143,"22,600"
2018,INDIANA,18,CENTRAL,50,SHELBY,145,"98,600"
2018,INDIANA,18,SOUTHWEST,70,SPENCER,147,"67,600"
2018,INDIANA,18,NORTHWEST,10,STARKE,149,"41,500"
2018,INDIANA,18,NORTHEAST,30,STEUBEN,151,"37,800"
2018,INDIANA,18,SOUTHWEST,70,SULLIVAN,153,"81,800"
2018,INDIANA,18,SOUTHEAST,90,SWITZERLAND,155,"9,200"
2018,INDIANA,18,WEST CENTRAL,40,TIPPECANOE,157,"94,900"
2018,INDIANA,18,EAST CENTRAL,60,UNION,161,"33,400"
2018,INDIANA,18,SOUTHWEST,70,VANDERBURGH,163,"30,700"
2018,INDIANA,18,WEST CENTRAL,40,VERMILLION,165,"42,100"
2018,INDIANA,18,WEST CENTRAL,40,VIGO,167,"58,100"
2018,INDIANA,18,NORTH CENTRAL,20,WABASH,169,"94,100"
2018,INDIANA,18,WEST CENTRAL,40,WARREN,171,"78,600"
2018,INDIANA,18,SOUTHWEST,70,WARRICK,173,"45,000"
2018,INDIANA,18,SOUTH CENTRAL,80,WASHINGTON,175,"62,100"
2018,INDIANA,18,EAST CENTRAL,60,WAYNE,177,"72,400"
2018,INDIANA,18,NORTHEAST,30,WELLS,179,"104,000"
2018,INDIANA,18,NORTHWEST,10,WHITE,181,"116,000"
2018,INDIANA,18,NORTHEAST,30,WHITLEY,183,"66,500"
2018,INDIANA,18,SOUTH CENTRAL,80,BROWN,13,"6,700"
2018,INDIANA,18,SOUTH CENTRAL,80,FLOYD,43,"6,700"
2018,INDIANA,18,WEST CENTRAL,40,FOUNTAIN,45,"109,400"
2018,INDIANA,18,CENTRAL,50,JOHNSON,81,"134,700"
2018,INDIANA,18,CENTRAL,50,MARION,97,"134,700"
2018,INDIANA,18,SOUTHWEST,70,MARTIN,101,"59,400"
2018,INDIANA,18,WEST CENTRAL,40,OWEN,119,"109,400"
2018,INDIANA,18,SOUTHWEST,70,PIKE,125,"59,400"
2018,INDIANA,18,CENTRAL,50,TIPTON,159,"134,700"
2018,IOWA,19,SOUTHWEST,70,ADAIR,1,"107,000"
2018,IOWA,19,SOUTHWEST,70,ADAMS,3,"69,700"
2018,IOWA,19,NORTHEAST,30,ALLAMAKEE,5,"32,900"
2018,IOWA,19,SOUTH CENTRAL,80,APPANOOSE,7,"47,300"
2018,IOWA,19,WEST CENTRAL,40,AUDUBON,9,"92,100"
2018,IOWA,19,EAST CENTRAL,60,BENTON,11,"154,500"
2018,IOWA,19,NORTHEAST,30,BLACK HAWK,13,"93,900"
2018,IOWA,19,CENTRAL,50,BOONE,15,"111,500"
2018,IOWA,19,NORTHEAST,30,BREMER,17,"68,700"
2018,IOWA,19,NORTHEAST,30,BUCHANAN,19,"83,100"
2018,IOWA,19,NORTHWEST,10,BUENA VISTA,21,"144,500"
2018,IOWA,19,NORTH CENTRAL,20,BUTLER,23,"106,000"
2018,IOWA,19,WEST CENTRAL,40,CALHOUN,25,"141,500"
2018,IOWA,19,WEST CENTRAL,40,CARROLL,27,"114,500"
2018,IOWA,19,SOUTHWEST,70,CASS,29,"122,000"
2018,IOWA,19,EAST CENTRAL,60,CEDAR,31,"119,500"
2018,IOWA,19,NORTH CENTRAL,20,CERRO GORDO,33,"116,000"
2018,IOWA,19,NORTHWEST,10,CHEROKEE,35,"135,000"
2018,IOWA,19,NORTHEAST,30,CHICKASAW,37,"89,600"
2018,IOWA,19,SOUTH CENTRAL,80,CLARKE,39,"39,000"
2018,IOWA,19,NORTHWEST,10,CLAY,41,"129,500"
2018,IOWA,19,NORTHEAST,30,CLAYTON,43,"59,500"
2018,IOWA,19,EAST CENTRAL,60,CLINTON,45,"120,000"
2018,IOWA,19,WEST CENTRAL,40,CRAWFORD,47,"147,500"
2018,IOWA,19,CENTRAL,50,DALLAS,49,"103,500"
2018,IOWA,19,SOUTHEAST,90,DAVIS,51,"53,100"
2018,IOWA,19,SOUTH CENTRAL,80,DECATUR,53,"44,600"
2018,IOWA,19,NORTHEAST,30,DELAWARE,55,"63,700"
2018,IOWA,19,SOUTHEAST,90,DES MOINES,57,"69,200"
2018,IOWA,19,NORTHWEST,10,DICKINSON,59,"86,700"
2018,IOWA,19,NORTHEAST,30,DUBUQUE,61,"41,400"
2018,IOWA,19,NORTHWEST,10,EMMET,63,"90,800"
2018,IOWA,19,NORTHEAST,30,FAYETTE,65,"110,000"
2018,IOWA,19,NORTH CENTRAL,20,FLOYD,67,"97,200"
2018,IOWA,19,NORTH CENTRAL,20,FRANKLIN,69,"110,000"
2018,IOWA,19,SOUTHWEST,70,FREMONT,71,"113,000"
2018,IOWA,19,WEST CENTRAL,40,GREENE,73,"129,500"
2018,IOWA,19,CENTRAL,50,GRUNDY,75,"125,000"
2018,IOWA,19,WEST CENTRAL,40,GUTHRIE,77,"94,700"
2018,IOWA,19,CENTRAL,50,HAMILTON,79,"117,000"
2018,IOWA,19,NORTH CENTRAL,20,HANCOCK,81,"122,500"
2018,IOWA,19,CENTRAL,50,HARDIN,83,"102,500"
2018,IOWA,19,WEST CENTRAL,40,HARRISON,85,"136,000"
2018,IOWA,19,SOUTHEAST,90,HENRY,87,"68,100"
2018,IOWA,19,NORTHEAST,30,HOWARD,89,"87,600"
2018,IOWA,19,NORTH CENTRAL,20,HUMBOLDT,91,"103,000"
2018,IOWA,19,WEST CENTRAL,40,IDA,93,"98,700"
2018,IOWA,19,EAST CENTRAL,60,IOWA,95,"97,600"
2018,IOWA,19,EAST CENTRAL,60,JACKSON,97,"51,700"
2018,IOWA,19,CENTRAL,50,JASPER,99,"143,500"
2018,IOWA,19,SOUTHEAST,90,JEFFERSON,101,"69,700"
2018,IOWA,19,EAST CENTRAL,60,JOHNSON,103,"92,200"
2018,IOWA,19,EAST CENTRAL,60,JONES,105,"72,800"
2018,IOWA,19,SOUTHEAST,90,KEOKUK,107,"105,000"
2018,IOWA,19,NORTH CENTRAL,20,KOSSUTH,109,"222,000"
2018,IOWA,19,SOUTHEAST,90,LEE,111,"71,400"
2018,IOWA,19,EAST CENTRAL,60,LINN,113,"105,000"
2018,IOWA,19,SOUTHEAST,90,LOUISA,115,"71,000"
2018,IOWA,19,SOUTH CENTRAL,80,LUCAS,117,"39,300"
2018,IOWA,19,NORTHWEST,10,LYON,119,"125,000"
2018,IOWA,19,SOUTH CENTRAL,80,MADISON,121,"69,000"
2018,IOWA,19,SOUTHEAST,90,MAHASKA,123,"103,000"
2018,IOWA,19,SOUTH CENTRAL,80,MARION,125,"74,600"
2018,IOWA,19,CENTRAL,50,MARSHALL,127,"121,000"
2018,IOWA,19,NORTH CENTRAL,20,MITCHELL,131,"90,400"
2018,IOWA,19,WEST CENTRAL,40,MONONA,133,"141,000"
2018,IOWA,19,SOUTH CENTRAL,80,MONROE,135,"30,800"
2018,IOWA,19,SOUTHWEST,70,MONTGOMERY,137,"89,100"
2018,IOWA,19,EAST CENTRAL,60,MUSCATINE,139,"72,900"
2018,IOWA,19,NORTHWEST,10,O BRIEN,141,"146,000"
2018,IOWA,19,NORTHWEST,10,OSCEOLA,143,"105,000"
2018,IOWA,19,SOUTHWEST,70,PAGE,145,"109,500"
2018,IOWA,19,NORTHWEST,10,PALO ALTO,147,"118,500"
2018,IOWA,19,NORTHWEST,10,PLYMOUTH,149,"203,000"
2018,IOWA,19,NORTHWEST,10,POCAHONTAS,151,"147,500"
2018,IOWA,19,CENTRAL,50,POLK,153,"68,500"
2018,IOWA,19,CENTRAL,50,POWESHIEK,157,"119,000"
2018,IOWA,19,SOUTH CENTRAL,80,RINGGOLD,159,"58,300"
2018,IOWA,19,WEST CENTRAL,40,SAC,161,"143,500"
2018,IOWA,19,EAST CENTRAL,60,SCOTT,163,"68,800"
2018,IOWA,19,WEST CENTRAL,40,SHELBY,165,"137,500"
2018,IOWA,19,NORTHWEST,10,SIOUX,167,"160,500"
2018,IOWA,19,CENTRAL,50,STORY,169,"116,500"
2018,IOWA,19,CENTRAL,50,TAMA,171,"144,000"
2018,IOWA,19,SOUTH CENTRAL,80,UNION,175,"55,900"
2018,IOWA,19,SOUTHEAST,90,VAN BUREN,177,"50,400"
2018,IOWA,19,SOUTHEAST,90,WAPELLO,179,"55,000"
2018,IOWA,19,SOUTH CENTRAL,80,WARREN,181,"71,600"
2018,IOWA,19,SOUTHEAST,90,WASHINGTON,183,"94,100"
2018,IOWA,19,SOUTH CENTRAL,80,WAYNE,185,"72,600"
2018,IOWA,19,CENTRAL,50,WEBSTER,187,"158,000"
2018,IOWA,19,NORTH CENTRAL,20,WINNEBAGO,189,"84,800"
2018,IOWA,19,NORTHEAST,30,WINNESHIEK,191,"66,600"
2018,IOWA,19,WEST CENTRAL,40,WOODBURY,193,"169,500"
2018,IOWA,19,NORTH CENTRAL,20,WORTH,195,"88,600"
2018,IOWA,19,NORTH CENTRAL,20,WRIGHT,197,"131,500"
2018,IOWA,19,SOUTHWEST,70,MILLS,129,"384,700"
2018,IOWA,19,SOUTHWEST,70,POTTAWATTAMIE,155,"384,700"
2018,IOWA,19,SOUTHWEST,70,TAYLOR,173,"384,700"
2017,ILLINOIS,17,WEST,30,ADAMS,1,"138,000"
2017,ILLINOIS,17,SOUTHWEST,80,ALEXANDER,3,"34,400"
2017,ILLINOIS,17,WEST SOUTHWEST,60,BOND,5,"84,300"
2017,ILLINOIS,17,NORTHEAST,20,BOONE,7,"46,100"
2017,ILLINOIS,17,WEST,30,BROWN,9,"36,700"
2017,ILLINOIS,17,NORTHWEST,10,BUREAU,11,"157,000"
2017,ILLINOIS,17,WEST SOUTHWEST,60,CALHOUN,13,"21,500"
2017,ILLINOIS,17,NORTHWEST,10,CARROLL,15,"47,100"
2017,ILLINOIS,17,WEST SOUTHWEST,60,CASS,17,"65,800"
2017,ILLINOIS,17,EAST,50,CHAMPAIGN,19,"258,000"
2017,ILLINOIS,17,WEST SOUTHWEST,60,CHRISTIAN,21,"183,000"
2017,ILLINOIS,17,EAST SOUTHEAST,70,CLARK,23,"103,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,CLAY,25,"111,500"
2017,ILLINOIS,17,SOUTHWEST,80,CLINTON,27,"111,000"
2017,ILLINOIS,17,EAST SOUTHEAST,70,COLES,29,"117,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,CRAWFORD,33,"91,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,CUMBERLAND,35,"74,500"
2017,ILLINOIS,17,NORTHEAST,20,DE KALB,37,"125,500"
2017,ILLINOIS,17,CENTRAL,40,DE WITT,39,"99,300"
2017,ILLINOIS,17,EAST SOUTHEAST,70,DOUGLAS,41,"114,000"
2017,ILLINOIS,17,EAST SOUTHEAST,70,EDGAR,45,"167,500"
2017,ILLINOIS,17,SOUTHEAST,90,EDWARDS,47,"47,800"
2017,ILLINOIS,17,EAST SOUTHEAST,70,EFFINGHAM,49,"102,000"
2017,ILLINOIS,17,EAST SOUTHEAST,70,FAYETTE,51,"151,500"
2017,ILLINOIS,17,EAST,50,FORD,53,"133,000"
2017,ILLINOIS,17,SOUTHEAST,90,FRANKLIN,55,"84,500"
2017,ILLINOIS,17,WEST,30,FULTON,57,"120,000"
2017,ILLINOIS,17,SOUTHEAST,90,GALLATIN,59,"85,500"
2017,ILLINOIS,17,WEST SOUTHWEST,60,GREENE,61,"99,600"
2017,ILLINOIS,17,NORTHEAST,20,GRUNDY,63,"96,000"
2017,ILLINOIS,17,SOUTHEAST,90,HAMILTON,65,"101,000"
2017,ILLINOIS,17,WEST,30,HANCOCK,67,"157,500"
2017,ILLINOIS,17,WEST,30,HENDERSON,71,"60,800"
2017,ILLINOIS,17,NORTHWEST,10,HENRY,73,"177,000"
2017,ILLINOIS,17,EAST,50,IROQUOIS,75,"290,000"
2017,ILLINOIS,17,SOUTHWEST,80,JACKSON,77,"96,900"
2017,ILLINOIS,17,EAST SOUTHEAST,70,JASPER,79,"117,500"
2017,ILLINOIS,17,SOUTHEAST,90,JEFFERSON,81,"100,500"
2017,ILLINOIS,17,WEST SOUTHWEST,60,JERSEY,83,"55,800"
2017,ILLINOIS,17,NORTHWEST,10,JO DAVIESS,85,"47,200"
2017,ILLINOIS,17,SOUTHWEST,80,JOHNSON,87,"22,600"
2017,ILLINOIS,17,NORTHEAST,20,KANE,89,"59,300"
2017,ILLINOIS,17,EAST,50,KANKAKEE,91,"140,000"
2017,ILLINOIS,17,NORTHEAST,20,KENDALL,93,"64,500"
2017,ILLINOIS,17,WEST,30,KNOX,95,"130,500"
2017,ILLINOIS,17,NORTHEAST,20,LA SALLE,99,"252,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,LAWRENCE,101,"84,000"
2017,ILLINOIS,17,NORTHWEST,10,LEE,103,"127,500"
2017,ILLINOIS,17,EAST,50,LIVINGSTON,105,"287,000"
2017,ILLINOIS,17,CENTRAL,40,LOGAN,107,"156,500"
2017,ILLINOIS,17,WEST,30,MCDONOUGH,109,"121,500"
2017,ILLINOIS,17,NORTHEAST,20,MCHENRY,111,"65,000"
2017,ILLINOIS,17,CENTRAL,40,MCLEAN,113,"311,500"
2017,ILLINOIS,17,CENTRAL,40,MACON,115,"138,000"
2017,ILLINOIS,17,WEST SOUTHWEST,60,MACOUPIN,117,"163,000"
2017,ILLINOIS,17,WEST SOUTHWEST,60,MADISON,119,"120,000"
2017,ILLINOIS,17,EAST SOUTHEAST,70,MARION,121,"104,500"
2017,ILLINOIS,17,CENTRAL,40,MARSHALL,123,"81,000"
2017,ILLINOIS,17,CENTRAL,40,MASON,125,"96,100"
2017,ILLINOIS,17,CENTRAL,40,MENARD,129,"66,700"
2017,ILLINOIS,17,NORTHWEST,10,MERCER,131,"108,000"
2017,ILLINOIS,17,SOUTHWEST,80,MONROE,133,"84,800"
2017,ILLINOIS,17,WEST SOUTHWEST,60,MONTGOMERY,135,"156,500"
2017,ILLINOIS,17,WEST SOUTHWEST,60,MORGAN,137,"124,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,MOULTRIE,139,"81,500"
2017,ILLINOIS,17,NORTHWEST,10,OGLE,141,"110,000"
2017,ILLINOIS,17,CENTRAL,40,PEORIA,143,"87,300"
2017,ILLINOIS,17,SOUTHWEST,80,PERRY,145,"94,000"
2017,ILLINOIS,17,EAST,50,PIATT,147,"132,000"
2017,ILLINOIS,17,WEST SOUTHWEST,60,PIKE,149,"131,000"
2017,ILLINOIS,17,SOUTHEAST,90,POPE,151,"15,700"
2017,ILLINOIS,17,SOUTHWEST,80,PULASKI,153,"44,100"
2017,ILLINOIS,17,NORTHWEST,10,PUTNAM,155,"27,000"
2017,ILLINOIS,17,SOUTHWEST,80,RANDOLPH,157,"114,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,RICHLAND,159,"91,500"
2017,ILLINOIS,17,NORTHWEST,10,ROCK ISLAND,161,"45,500"
2017,ILLINOIS,17,SOUTHWEST,80,ST CLAIR,163,"113,000"
2017,ILLINOIS,17,SOUTHEAST,90,SALINE,165,"57,100"
2017,ILLINOIS,17,WEST SOUTHWEST,60,SANGAMON,167,"168,500"
2017,ILLINOIS,17,WEST,30,SCHUYLER,169,"63,500"
2017,ILLINOIS,17,WEST SOUTHWEST,60,SCOTT,171,"48,500"
2017,ILLINOIS,17,EAST SOUTHEAST,70,SHELBY,173,"177,500"
